조건별분석,,,,
[검색조건],,,,
,분류: 지상,,,
,요소 : 습도,,,
,검색구분 : 일,,,
,지역/지점명 : 목포,,,
,기간 : 2011 ~ 2021년 01 ~ 12월 01 ~ 31일,,,
,,,,
,,,,
"	",,,,
"	",,,,
"	",,,,
"	",,,,
"		",,,,
"	",,,,
"		지점번호",지점명,일시,평균습도(%rh),최저습도(%rh)
"		165",목포,2020.6.8,58.6,31
"		165",목포,2020.6.9,60.9,45
"		165",목포,2020.6.10,77,51
"		165",목포,2020.6.11,93.1,78
"		165",목포,2020.6.12,90,70
"		165",목포,2020.6.13,96.4,89
"		165",목포,2020.6.14,95.4,78
"		165",목포,2020.6.15,81.6,43
"		165",목포,2020.6.16,83.3,49
"		165",목포,2020.6.17,86.6,65
"		165",목포,2020.6.18,98.8,96
"		165",목포,2020.6.19,86.3,69
"		165",목포,2020.6.20,82.9,65
"		165",목포,2020.6.21,81.6,64
"		165",목포,2020.6.22,79.9,56
"		165",목포,2020.6.23,69.5,48
"		165",목포,2020.6.24,91.4,61
"		165",목포,2020.6.25,89.5,78
"		165",목포,2020.6.26,83,66
"		165",목포,2020.6.27,84,59
"		165",목포,2020.6.28,85.5,72
"		165",목포,2020.6.29,94.1,80
"		165",목포,2020.6.30,90.1,75
"		165",목포,2020.7.1,77,52
"		165",목포,2020.7.2,77.1,55
"		165",목포,2020.7.3,85.1,75
"		165",목포,2020.7.4,90.9,82
"		165",목포,2020.7.5,84.6,72
"		165",목포,2020.7.6,90.8,82
"		165",목포,2020.7.7,89.5,67
"		165",목포,2020.7.8,85.1,71
"		165",목포,2020.7.9,82.9,64
"		165",목포,2020.7.10,94.6,81
"		165",목포,2020.7.11,86,68
"		165",목포,2020.7.12,90.6,82
"		165",목포,2020.7.13,93.9,82
"		165",목포,2020.7.14,92.6,78
"		165",목포,2020.7.15,86.4,71
"		165",목포,2020.7.16,82.6,68
"		165",목포,2020.7.17,84.8,68
"		165",목포,2020.7.18,78.4,71
"		165",목포,2020.7.19,85.3,77
"		165",목포,2020.7.20,91,82
"		165",목포,2020.7.21,91.9,73
"		165",목포,2020.7.22,98.3,92
"		165",목포,2020.7.23,94.1,80
"		165",목포,2020.7.24,96.1,90
"		165",목포,2020.7.25,87.8,69
"		165",목포,2020.7.26,83.8,67
"		165",목포,2020.7.27,90.3,74
"		165",목포,2020.7.28,94.1,82
"		165",목포,2020.7.29,92.4,79
"		165",목포,2020.7.30,92.8,79
"		165",목포,2020.7.31,86.9,67
"		165",목포,2020.8.1,84.9,67
"		165",목포,2020.8.2,83.9,65
"		165",목포,2020.8.3,83.6,68
"		165",목포,2020.8.4,80.1,63
"		165",목포,2020.8.5,82.8,65
"		165",목포,2020.8.6,89,78
"		165",목포,2020.8.7,94.5,90
"		165",목포,2020.8.8,89,78
"		165",목포,2020.8.9,80.5,64
"		165",목포,2020.8.10,84.8,70
"		165",목포,2020.8.11,86.5,76
"		165",목포,2020.8.12,83.5,61
"		165",목포,2020.8.13,84.8,70
"		165",목포,2020.8.14,80.4,64
"		165",목포,2020.8.15,77.6,58
"		165",목포,2020.8.16,80.9,63
"		165",목포,2020.8.17,80.8,60
"		165",목포,2020.8.18,79.6,54
"		165",목포,2020.8.19,79.1,54
"		165",목포,2020.8.20,84,62
"		165",목포,2020.8.21,83,61
"		165",목포,2020.8.22,79,62
"		165",목포,2020.8.23,78.9,56
"		165",목포,2020.8.24,76.3,55
"		165",목포,2020.8.25,70.8,57
"		165",목포,2020.8.26,81.9,67
"		165",목포,2020.8.27,82.6,68
"		165",목포,2020.8.28,80.9,62
"		165",목포,2020.8.29,86.6,73
"		165",목포,2020.8.30,83.6,65
"		165",목포,2020.8.31,84.1,62
"		165",목포,2020.9.1,77,60
"		165",목포,2020.9.2,90.8,77
"		165",목포,2020.9.3,79.1,67
"		165",목포,2020.9.4,74.8,55
"		165",목포,2020.9.5,79.4,67
"		165",목포,2020.9.6,87.9,71
"		165",목포,2020.9.7,87.9,73
"		165",목포,2020.9.8,84.3,62
"		165",목포,2020.9.9,80.5,63
"		165",목포,2020.9.10,83.4,52
"		165",목포,2020.9.11,88.5,71
"		165",목포,2020.9.12,83.8,60
"		165",목포,2020.9.13,87.6,70
"		165",목포,2020.9.14,82.8,59
"		165",목포,2020.9.15,74.6,55
"		165",목포,2020.9.16,88,72
"		165",목포,2020.9.17,86.9,68
"		165",목포,2020.9.18,76,54
"		165",목포,2020.9.19,78.1,50
"		165",목포,2020.9.20,77.9,41
"		165",목포,2020.9.21,62.1,33
"		165",목포,2020.9.22,60,46
"		165",목포,2020.9.23,68,56
"		165",목포,2020.9.24,71.6,48
"		165",목포,2020.9.25,75.9,53
"		165",목포,2020.9.26,71.9,53
"		165",목포,2020.9.27,72,47
"		165",목포,2020.9.28,74.4,42
"		165",목포,2020.9.29,77.5,51
"		165",목포,2020.9.30,75.3,59
"		165",목포,2020.10.1,75.1,60
"		165",목포,2020.10.2,78.6,58
"		165",목포,2020.10.3,81.3,59
"		165",목포,2020.10.4,84.3,59
"		165",목포,2020.10.5,57.6,40
"		165",목포,2020.10.6,59.8,39
"		165",목포,2020.10.7,60,38
"		165",목포,2020.10.8,57.6,38
"		165",목포,2020.10.9,60.8,35
"		165",목포,2020.10.10,68.6,48
"		165",목포,2020.10.11,76.4,52
"		165",목포,2020.10.12,70.8,42
"		165",목포,2020.10.13,57.4,46
"		165",목포,2020.10.14,58.4,45
"		165",목포,2020.10.15,49.5,27
"		165",목포,2020.10.16,56.9,40
"		165",목포,2020.10.17,67,46
"		165",목포,2020.10.18,63.9,39
"		165",목포,2020.10.19,65.8,43
"		165",목포,2020.10.20,63.5,37
"		165",목포,2020.10.21,81.5,66
"		165",목포,2020.10.22,75.1,51
"		165",목포,2020.10.23,54.5,46
"		165",목포,2020.10.24,58.1,41
"		165",목포,2020.10.25,73.3,48
"		165",목포,2020.10.26,75.4,51
"		165",목포,2020.10.27,75.5,44
"		165",목포,2020.10.28,73.9,50
"		165",목포,2020.10.29,53,27
"		165",목포,2020.10.30,56.5,32
"		165",목포,2020.10.31,59.8,35
"		165",목포,2020.11.1,83,65
"		165",목포,2020.11.2,72.5,41
"		165",목포,2020.11.3,57.6,42
"		165",목포,2020.11.4,52.5,36
"		165",목포,2020.11.5,43.9,22
"		165",목포,2020.11.6,60.9,45
"		165",목포,2020.11.7,82.4,63
"		165",목포,2020.11.8,63.1,37
"		165",목포,2020.11.9,53.6,25
"		165",목포,2020.11.10,59.3,29
"		165",목포,2020.11.11,60.6,46
"		165",목포,2020.11.12,63,40
"		165",목포,2020.11.13,77.8,49
"		165",목포,2020.11.14,69.1,33
"		165",목포,2020.11.15,70.1,44
"		165",목포,2020.11.16,71.9,46
"		165",목포,2020.11.17,75.8,58
"		165",목포,2020.11.18,81.5,69
"		165",목포,2020.11.19,86.8,77
"		165",목포,2020.11.20,72.3,66
"		165",목포,2020.11.21,69.6,52
"		165",목포,2020.11.22,78.3,57
"		165",목포,2020.11.23,63.4,57
"		165",목포,2020.11.24,50.4,25
"		165",목포,2020.11.25,57.4,42
"		165",목포,2020.11.26,63,44
"		165",목포,2020.11.27,61,49
"		165",목포,2020.11.28,58.8,45
"		165",목포,2020.11.29,64.6,54
"		165",목포,2020.11.30,64.9,52
"		165",목포,2020.12.1,46.3,21
"		165",목포,2020.12.2,48,25
"		165",목포,2020.12.3,62.5,50
"		165",목포,2020.12.4,64.3,53
"		165",목포,2020.12.5,66,48
"		165",목포,2020.12.6,68.8,47
"		165",목포,2020.12.7,70.9,53
"		165",목포,2020.12.8,64.3,58
"		165",목포,2020.12.9,54.9,34
"		165",목포,2020.12.10,59,40
"		165",목포,2020.12.11,81.5,55
"		165",목포,2020.12.12,66,37
"		165",목포,2020.12.13,64.4,43
"		165",목포,2020.12.14,82.1,50
"		165",목포,2020.12.15,66.5,53
"		165",목포,2020.12.16,75.4,61
"		165",목포,2020.12.17,68,55
"		165",목포,2020.12.18,68,43
"		165",목포,2020.12.19,54.8,40
"		165",목포,2020.12.20,63,49
"		165",목포,2020.12.21,63.1,43
"		165",목포,2020.12.22,69.5,50
"		165",목포,2020.12.23,72.5,47
"		165",목포,2020.12.24,64.3,44
"		165",목포,2020.12.25,57,39
"		165",목포,2020.12.26,59.5,35
"		165",목포,2020.12.27,77.6,46
"		165",목포,2020.12.28,84.9,53
"		165",목포,2020.12.29,89.3,65
"		165",목포,2020.12.30,73.9,62
"		165",목포,2020.12.31,80.5,57
"		165",목포,2021.1.1,68.5,43
"		165",목포,2021.1.2,69.8,49
"		165",목포,2021.1.3,60.4,46
"		165",목포,2021.1.4,61,38
"		165",목포,2021.1.5,71.8,55
"		165",목포,2021.1.6,77.3,50
"		165",목포,2021.1.7,80,54
"		165",목포,2021.1.8,75.9,41
"		165",목포,2021.1.9,70.3,39
"		165",목포,2021.1.10,73.5,53
"		165",목포,2021.1.11,70.3,52
"		165",목포,2021.1.12,71,37
"		165",목포,2021.1.13,66.8,47
"		165",목포,2021.1.14,78.5,50
"		165",목포,2021.1.15,79,61
"		165",목포,2021.1.16,63.1,55
"		165",목포,2021.1.17,74.8,58
"		165",목포,2021.1.18,63,37
"		165",목포,2021.1.19,51.5,35
"		165",목포,2021.1.20,54.1,35
"		165",목포,2021.1.21,79.5,60
"		165",목포,2021.1.22,95.6,92
"		165",목포,2021.1.23,97.3,96
"		165",목포,2021.1.24,81.8,56
"		165",목포,2021.1.25,69.1,39
"		165",목포,2021.1.26,86.1,74
"		165",목포,2021.1.27,60.3,32
"		165",목포,2021.1.28,73,49
"		165",목포,2021.1.29,69.6,60
"		165",목포,2021.1.30,75.4,56
"		165",목포,2021.1.31,79,57
"		165",목포,2021.2.1,86,72
"		165",목포,2021.2.2,60.4,44
"		165",목포,2021.2.3,62.1,43
"		165",목포,2021.2.4,63.5,45
"		165",목포,2021.2.5,48,25
"		165",목포,2021.2.6,75,48
"		165",목포,2021.2.7,78.6,54
"		165",목포,2021.2.8,57.4,42
"		165",목포,2021.2.9,61.3,43
"		165",목포,2021.2.10,67.6,51
"		165",목포,2021.2.11,79.4,60
"		165",목포,2021.2.12,65.8,43
"		165",목포,2021.2.13,75,43
"		165",목포,2021.2.14,69,42
"		165",목포,2021.2.15,74.6,51
"		165",목포,2021.2.16,64.3,45
"		165",목포,2021.2.17,74.3,54
"		165",목포,2021.2.18,76.6,62
"		165",목포,2021.2.19,69.1,52
"		165",목포,2021.2.20,74.9,60
"		165",목포,2021.2.21,59.8,36
"		165",목포,2021.2.22,84.3,59
"		165",목포,2021.2.23,61.1,48
"		165",목포,2021.2.24,59.9,40
"		165",목포,2021.2.25,84.5,53
"		165",목포,2021.2.26,74,34
"		165",목포,2021.2.27,49.1,40
"		165",목포,2021.2.28,68.3,48
"		165",목포,2021.3.1,93.3,79
"		165",목포,2021.3.2,77.8,60
"		165",목포,2021.3.3,68.6,48
"		165",목포,2021.3.4,83.8,61
"		165",목포,2021.3.5,83.3,58
"		165",목포,2021.3.6,92.3,79
"		165",목포,2021.3.7,81.4,60
"		165",목포,2021.3.8,78.4,48
"		165",목포,2021.3.9,66.9,33
"		165",목포,2021.3.10,69.3,43
"		165",목포,2021.3.11,72.3,42
"		165",목포,2021.3.12,91.6,80
"		165",목포,2021.3.13,84.5,59
"		165",목포,2021.3.14,85.4,58
"		165",목포,2021.3.15,76.1,45
"		165",목포,2021.3.16,78,44
"		165",목포,2021.3.17,69.9,44
"		165",목포,2021.3.18,68.3,47
"		165",목포,2021.3.19,69.8,50
"		165",목포,2021.3.20,91.8,67
"		165",목포,2021.3.21,66.9,47
"		165",목포,2021.3.22,59,39
"		165",목포,2021.3.23,67.8,49
"		165",목포,2021.3.24,69.9,42
"		165",목포,2021.3.25,77.8,37
"		165",목포,2021.3.26,67,23
"		165",목포,2021.3.27,88.6,55
"		165",목포,2021.3.28,88.3,69
"		165",목포,2021.3.29,71.3,35
"		165",목포,2021.3.30,61.9,31
"		165",목포,2021.3.31,54.8,33
"		165",목포,2021.4.1,36.8,24
"		165",목포,2021.4.2,48.9,28
"		165",목포,2021.4.3,89.4,61
"		165",목포,2021.4.4,92.6,81
"		165",목포,2021.4.5,67,35
"		165",목포,2021.4.6,67,29
"		165",목포,2021.4.7,73.8,45
"		165",목포,2021.4.8,63.9,26
"		165",목포,2021.4.9,53,28
"		165",목포,2021.4.10,61.6,36
"		165",목포,2021.4.11,42.6,11
"		165",목포,2021.4.12,83.9,40
"		165",목포,2021.4.13,80.4,63
"		165",목포,2021.4.14,55.4,29
"		165",목포,2021.4.15,47.6,24
"		165",목포,2021.4.16,78.6,49
"		165",목포,2021.4.17,62.3,30
"		165",목포,2021.4.18,61.8,44
"		165",목포,2021.4.19,64.1,26
"		165",목포,2021.4.20,58.8,33
"		165",목포,2021.4.21,45.8,23
"		165",목포,2021.4.22,45.3,32
"		165",목포,2021.4.23,35,24
"		165",목포,2021.4.24,49.9,36
"		165",목포,2021.4.25,72.4,46
"		165",목포,2021.4.26,52.3,27
"		165",목포,2021.4.27,65.5,47
"		165",목포,2021.4.28,81.3,61
"		165",목포,2021.4.29,67,42
"		165",목포,2021.4.30,70.4,37
"		165",목포,2021.5.1,78,54
"		165",목포,2021.5.2,70.8,47
"		165",목포,2021.5.3,64.5,32
"		165",목포,2021.5.4,85.3,68
"		165",목포,2021.5.5,70.1,31
"		165",목포,2021.5.6,48.6,23
"		165",목포,2021.5.7,63.1,40
"		165",목포,2021.5.8,66,33
"		165",목포,2021.5.9,57.4,32
"		165",목포,2021.5.10,47.9,33
"		165",목포,2021.5.11,60.4,50
"		165",목포,2021.5.12,52.3,39
"		165",목포,2021.5.13,69.4,51
"		165",목포,2021.5.14,74.1,61
"		165",목포,2021.5.15,93,75
"		165",목포,2021.5.16,98.3,89
"		165",목포,2021.5.17,95.4,85
"		165",목포,2021.5.18,82.6,57
"		165",목포,2021.5.19,69.3,46
"		165",목포,2021.5.20,94.6,71
"		165",목포,2021.5.21,81.9,62
"		165",목포,2021.5.22,78.6,57
"		165",목포,2021.5.23,74.8,51
"		165",목포,2021.5.24,78.9,59
"		165",목포,2021.5.25,73.6,42
"		165",목포,2021.5.26,64.8,33
"		165",목포,2021.5.27,86.1,71
"		165",목포,2021.5.28,84.3,54
"		165",목포,2021.5.29,66.1,43
"		165",목포,2021.5.30,52,21
"		165",목포,2021.5.31,54,34
"		165",목포,2021.6.1,57.3,37
"		165",목포,2021.6.2,62.6,39
"		165",목포,2021.6.3,95.3,69
"		165",목포,2021.6.4,77.4,36
"		165",목포,2021.6.5,82.8,66
"		165",목포,2021.6.6,71.8,53
"		165",목포,2021.6.7,74.3,38
"		165",목포,2021.6.8,76,57
"		165",목포,2021.6.9,65.4,51
"		165",목포,2021.6.10,75.6,52
"		165",목포,2021.6.11,87.6,71
"		165",목포,2021.6.12,88.8,64
"		165",목포,2021.6.13,87.3,69
"		165",목포,2021.6.14,84.9,72
"		165",목포,2021.6.15,88,78
"		165",목포,2021.6.16,74.4,55
"		165",목포,2021.6.17,80.1,63
"		165",목포,2021.6.18,91.6,77
"		165",목포,2021.6.19,85.5,69
"		165",목포,2021.6.20,72.6,39
"		165",목포,2021.6.21,77.4,58
"		165",목포,2021.6.22,73.4,53
"		165",목포,2021.6.23,74.8,60
"		165",목포,2021.6.24,79.1,60
"		165",목포,2021.6.25,73.1,58
"		165",목포,2021.6.26,63,43
"		165",목포,2021.6.27,71.9,61
"		165",목포,2021.6.28,76.4,53
"		165",목포,2021.6.29,79.8,59
"		165",목포,2021.6.30,77,55
"		165",목포,2021.7.1,76.3,55
"		165",목포,2021.7.2,82.6,60
"		165",목포,2021.7.3,88.9,72
"		165",목포,2021.7.4,87.1,74
"		165",목포,2021.7.5,95.5,88
"		165",목포,2021.7.6,99,95
"		165",목포,2021.7.7,95.3,83
"		165",목포,2021.7.8,91.8,80
"		165",목포,2021.7.9,86.1,70
"		165",목포,2021.7.10,83.4,68
"		165",목포,2021.7.11,85.8,69
"		165",목포,2021.7.12,81.6,69
"		165",목포,2021.7.13,78.9,59
"		165",목포,2021.7.14,77.9,60
"		165",목포,2021.7.15,72.6,53
"		165",목포,2021.7.16,80.3,55
"		165",목포,2021.7.17,84,64
"		165",목포,2021.7.18,77.6,66
"		165",목포,2021.7.19,72.6,52
"		165",목포,2021.7.20,72.6,54
"		165",목포,2021.7.21,68,48
"		165",목포,2021.7.22,65.9,51
"		165",목포,2021.7.23,68.4,52
"		165",목포,2021.7.24,65.6,53
"		165",목포,2021.7.25,63.4,47
"		165",목포,2021.7.26,65.6,52
"		165",목포,2021.7.27,69.3,51
"		165",목포,2021.7.28,76,52
"		165",목포,2021.7.29,74.1,50
"		165",목포,2021.7.30,84.9,60
"		165",목포,2021.7.31,79.4,53
"		165",목포,2021.8.1,84.3,66
"		165",목포,2021.8.2,88.9,77
"		165",목포,2021.8.3,85.6,64
"		165",목포,2021.8.4,73.3,52
"		165",목포,2021.8.5,75.1,58
"		165",목포,2021.8.6,75.9,62
"		165",목포,2021.8.7,77.6,59
"		165",목포,2021.8.8,82.3,69
"		165",목포,2021.8.9,78.3,51
"		165",목포,2021.8.10,77.5,58
"		165",목포,2021.8.11,73.5,53
"		165",목포,2021.8.12,73.6,53
"		165",목포,2021.8.13,78.5,57
"		165",목포,2021.8.14,86.1,61
"		165",목포,2021.8.15,77.5,56
"		165",목포,2021.8.16,68.8,49
"		165",목포,2021.8.17,69.3,51
"		165",목포,2021.8.18,78.9,56
"		165",목포,2021.8.19,78.6,61
"		165",목포,2021.8.20,75.8,55
"		165",목포,2021.8.21,87.8,79
"		165",목포,2021.8.22,82.3,64
"		165",목포,2021.8.23,89.6,75
"		165",목포,2021.8.24,90,75
"		165",목포,2021.8.25,92,76
"		165",목포,2021.8.26,85.9,58
"		165",목포,2021.8.27,89.3,69
"		165",목포,2021.8.28,83.4,62
"		165",목포,2021.8.29,88.6,78
"		165",목포,2021.8.30,89.4,68
"		165",목포,2021.8.31,84.4,66
"		165",목포,2021.9.1,87.3,79
"		165",목포,2021.9.2,91,79
"		165",목포,2021.9.3,88.3,70
"		165",목포,2021.9.4,75.5,61
"		165",목포,2021.9.5,79.3,70
"		165",목포,2021.9.6,77.5,67
"		165",목포,2021.9.7,85.8,73
"		165",목포,2021.9.8,77.5,58
"		165",목포,2021.9.9,80.9,55
"		165",목포,2021.9.10,87.6,70
"		165",목포,2021.9.11,84.1,59
"		165",목포,2021.9.12,83.9,60
"		165",목포,2021.9.13,71.1,57
"		165",목포,2021.9.14,79.5,61
"		165",목포,2021.9.15,63.6,43
"		165",목포,2021.9.16,77.5,59
"		165",목포,2021.9.17,83,71
"		165",목포,2021.9.18,77.3,49
"		165",목포,2021.9.19,74,50
"		165",목포,2021.9.20,74,58
"		165",목포,2021.9.21,84,66
"		165",목포,2021.9.22,82.6,66
"		165",목포,2021.9.23,70.4,44
"		165",목포,2021.9.24,69.3,52
"		165",목포,2021.9.25,71.6,53
"		165",목포,2021.9.26,72.1,63
"		165",목포,2021.9.27,67.8,50
"		165",목포,2021.9.28,74.5,64
"		165",목포,2021.9.29,91.4,73
"		165",목포,2021.9.30,84.1,59
"		165",목포,2021.10.1,85.9,56
"		165",목포,2021.10.2,85.1,63
"		165",목포,2021.10.3,79.9,50
"		165",목포,2021.10.4,75.5,57
"		165",목포,2021.10.5,78.9,59
"		165",목포,2021.10.6,78.5,51
"		165",목포,2021.10.7,86.1,57
"		165",목포,2021.10.8,85.1,68
"		165",목포,2021.10.9,74,51
"		165",목포,2021.10.10,83,61
"		165",목포,2021.10.11,85.1,71
"		165",목포,2021.10.12,90.4,79
"		165",목포,2021.10.13,75.6,58
"		165",목포,2021.10.14,78.6,60
"		165",목포,2021.10.15,81.9,61
"		165",목포,2021.10.16,67.8,50
"		165",목포,2021.10.17,52.5,38
"		165",목포,2021.10.18,50.8,37
"		165",목포,2021.10.19,70.3,51
"		",,,,
"	",,,,
"	",,,,
